[2021-06-06 12:07:43,409] I Naver_Band.py | Naver_Band_HTH-__init__-0048 I DEBUG    > Naver_Band class start.
[2021-06-06 12:07:58,586] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1257/2918
[2021-06-06 12:07:58,586] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1258/2918
[2021-06-06 12:07:58,586] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1259/2918
[2021-06-06 12:07:58,586] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1260/2918
[2021-06-06 12:07:58,586] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1261/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1262/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1263/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1264/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1265/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1266/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1267/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1268/2918
[2021-06-06 12:07:58,587] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1269/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1270/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1271/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1272/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1273/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1274/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1275/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1276/2918
[2021-06-06 12:07:58,588] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1277/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1278/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1279/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1280/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1281/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1282/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1283/2918
[2021-06-06 12:07:58,589] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1284/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1285/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1286/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1287/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1288/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1289/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1290/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1291/2918
[2021-06-06 12:07:58,590] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1292/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1293/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1294/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1295/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1296/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1297/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1298/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1299/2918
[2021-06-06 12:07:58,591] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1300/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1301/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1302/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1303/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1304/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1305/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1306/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1307/2918
[2021-06-06 12:07:58,592] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1308/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1309/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1310/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1311/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1312/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1313/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1314/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1315/2918
[2021-06-06 12:07:58,593] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1316/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1317/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1318/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1319/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1320/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1321/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1322/2918
[2021-06-06 12:07:58,594] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1323/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1324/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1325/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1326/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1327/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1328/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1329/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1330/2918
[2021-06-06 12:07:58,595] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1331/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1332/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1333/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1334/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1335/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1336/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1337/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1338/2918
[2021-06-06 12:07:58,596] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1339/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1340/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1341/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1342/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1343/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1344/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1345/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1346/2918
[2021-06-06 12:07:58,597] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1347/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1348/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1349/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1350/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1351/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1352/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1353/2918
[2021-06-06 12:07:58,598] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1354/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1355/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1356/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1357/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1358/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1359/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1360/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1361/2918
[2021-06-06 12:07:58,599] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1362/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1363/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1364/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1365/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1366/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1367/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1368/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1369/2918
[2021-06-06 12:07:58,600] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1370/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1371/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1372/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1373/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1374/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1375/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1376/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1377/2918
[2021-06-06 12:07:58,601] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1378/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1379/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1380/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1381/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1382/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1383/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1384/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1385/2918
[2021-06-06 12:07:58,602] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1386/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1387/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1388/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1389/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1390/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1391/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1392/2918
[2021-06-06 12:07:58,603] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1393/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1394/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1395/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1396/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1397/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1398/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1399/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1400/2918
[2021-06-06 12:07:58,604] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1401/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1402/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1403/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1404/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1405/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1406/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1407/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1408/2918
[2021-06-06 12:07:58,605] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1409/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1410/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1411/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1412/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1413/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1414/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1415/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1416/2918
[2021-06-06 12:07:58,606] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1417/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1418/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1419/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1420/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1421/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1422/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1423/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1424/2918
[2021-06-06 12:07:58,607] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1425/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1426/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1427/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1428/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1429/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1430/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1431/2918
[2021-06-06 12:07:58,608] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1432/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1433/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1434/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1435/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1436/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1437/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1438/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1439/2918
[2021-06-06 12:07:58,609] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1440/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1441/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1442/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1443/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1444/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1445/2918
[2021-06-06 12:07:58,610] I Naver_Band.py | Naver_Band_HTH-data_spell_spacing_func-0062 I DEBUG    > noSpacing_data 1446/2918
